,DOMICILIO_ACESSO_INTERNET,TEM_RADIO,TEM_DVD,NUMERO_TV_PLASMA,NUMERO_TV_TUBO,TEM_ASSINATURA_TV
9566,Nao,Sim,Sim,1.0,1.0,Nao
9567,Nao,Nao,Nao,0.0,1.0,Nao
9573,Nao,Nao,Nao,0.0,1.0,Nao
9574,Nao,Sim,Sim,0.0,2.0,Nao
9575,Sim,Nao,Sim,1.0,1.0,Sim
9576,Sim,Nao,Sim,1.0,1.0,Sim
9577,Nao,Sim,Nao,1.0,0.0,Sim
9578,Sim,Nao,Sim,0.0,2.0,Nao
9579,Nao,Sim,Sim,0.0,1.0,Nao
9580,Sim,Nao,Sim,0.0,2.0,Nao
9581,Sim,Nao,Sim,1.0,0.0,Nao
9582,Sim,Nao,Sim,1.0,1.0,Sim
9583,Nao,Nao,Nao,0.0,2.0,Nao
9584,Sim,Sim,Sim,0.0,1.0,Nao
9586,Sim,Sim,Sim,0.0,1.0,Nao
9588,Sim,Sim,Sim,0.0,2.0,Nao
9589,Sim,Sim,Sim,2.0,0.0,Nao
9590,Sim,Sim,Sim,1.0,0.0,Nao
9591,Nao,Sim,Sim,0.0,1.0,Sim
9593,Nao,Sim,Sim,0.0,1.0,Nao
9595,Nao,Sim,Nao,0.0,1.0,Nao
9596,Sim,Sim,Sim,0.0,3.0,Sim
9598,Nao,Sim,Sim,0.0,2.0,Nao
9599,Sim,Sim,Nao,2.0,0.0,Nao
9600,Nao,Sim,Sim,0.0,1.0,Nao
9601,Sim,Sim,Sim,0.0,2.0,Nao
9602,Sim,Sim,Sim,1.0,2.0,Nao
9603,Nao,Nao,Sim,0.0,1.0,Nao
9604,Nao,Sim,Sim,0.0,1.0,Nao
9605,Nao,Sim,Sim,1.0,0.0,Nao
9608,Sim,Sim,Sim,2.0,1.0,Nao
9609,Sim,Sim,Sim,3.0,0.0,Sim
9611,Sim,Sim,Sim,5.0,0.0,Sim
9615,Sim,Sim,Sim,3.0,0.0,Sim
9616,Sim,Sim,Sim,2.0,0.0,Sim
9617,Sim,Sim,Sim,3.0,0.0,Sim
9618,Sim,Sim,Sim,1.0,1.0,Sim
9619,Nao,Sim,Nao,0.0,1.0,Nao
9620,Sim,Sim,Sim,1.0,1.0,Sim
9622,Nao,Sim,Nao,0.0,2.0,Nao
9623,Sim,Sim,Sim,0.0,1.0,Nao
9624,Sim,Sim,Sim,1.0,0.0,Nao
9625,Sim,Sim,Sim,1.0,1.0,Nao
9627,Nao,Sim,Nao,0.0,1.0,Nao
9628,Nao,Nao,Nao,1.0,0.0,Nao
9629,Nao,Sim,Sim,1.0,0.0,Nao
9630,Nao,Sim,Nao,1.0,0.0,Nao
9631,Nao,Sim,Sim,1.0,0.0,Sim
9633,Nao,Sim,Sim,0.0,1.0,Nao
9634,Sim,Sim,Sim,1.0,1.0,Sim
9635,Sim,Nao,Sim,0.0,2.0,Nao
9637,Sim,Nao,Nao,2.0,1.0,Nao
9640,Nao,Sim,Sim,0.0,3.0,Nao
9641,Nao,Sim,Sim,0.0,2.0,Nao
9643,Nao,Sim,Nao,0.0,1.0,Nao
9645,Sim,Sim,Nao,0.0,2.0,Nao
9648,Nao,Sim,Sim,1.0,0.0,Nao
9649,Sim,Sim,Sim,0.0,2.0,Nao
9652,Sim,Nao,Sim,0.0,1.0,Nao
9655,Sim,Sim,Sim,0.0,2.0,Nao
9656,Nao,Sim,Sim,0.0,1.0,Nao
9657,Nao,Sim,Sim,0.0,2.0,Nao
9658,Sim,Sim,Sim,0.0,1.0,Nao
9659,Sim,Sim,Sim,0.0,2.0,Nao
9662,Sim,Sim,Nao,1.0,0.0,Nao
9664,Nao,Sim,Nao,0.0,1.0,Nao
9665,Sim,Sim,Sim,1.0,1.0,Nao
9666,Sim,Sim,Sim,0.0,1.0,Nao
9667,Sim,Sim,Sim,2.0,0.0,Nao
9668,Sim,Nao,Sim,1.0,0.0,Nao
9670,Sim,Sim,Sim,0.0,1.0,Nao
9671,Sim,Nao,Sim,2.0,0.0,Sim
9672,Nao,Sim,Sim,1.0,0.0,Nao
9673,Nao,Nao,Sim,0.0,1.0,Nao
9674,Nao,Sim,Sim,1.0,0.0,Nao
9676,Nao,Sim,Sim,0.0,1.0,Nao
9677,Nao,Sim,Sim,0.0,1.0,Nao
9679,Sim,Sim,Sim,0.0,4.0,Nao
9681,Sim,Sim,Nao,0.0,1.0,Nao
9682,Sim,Sim,Sim,0.0,1.0,Nao
9683,Nao,Sim,Sim,0.0,1.0,Nao
9686,Nao,Sim,Nao,0.0,1.0,Nao
9688,Sim,Sim,Sim,0.0,2.0,Nao
9692,Sim,Sim,Nao,2.0,1.0,Sim
9693,Sim,Nao,Sim,3.0,0.0,Sim
9694,Sim,Sim,Sim,2.0,0.0,Sim
9695,Sim,Sim,Sim,1.0,1.0,Sim
9696,Sim,Sim,Sim,0.0,2.0,Nao
9697,Nao,Nao,Nao,0.0,1.0,Nao
9698,Nao,Nao,Nao,1.0,0.0,Sim
9699,Nao,Sim,Sim,0.0,1.0,Nao
9701,Sim,Nao,Sim,1.0,0.0,Nao
9703,Sim,Nao,Sim,1.0,0.0,Nao
9704,Nao,Nao,Sim,0.0,1.0,Nao
9705,Sim,Sim,Sim,2.0,0.0,Sim
9706,Nao,Sim,Sim,2.0,0.0,Sim
9707,Nao,Nao,Sim,1.0,1.0,Nao
9709,Sim,Sim,Sim,1.0,0.0,Nao
9710,Sim,Sim,Nao,1.0,0.0,Sim
9713,Sim,Sim,Sim,1.0,1.0,Nao
9714,Sim,Sim,Sim,1.0,1.0,Nao
9716,Sim,Sim,Sim,0.0,1.0,Nao
9717,Sim,Nao,Sim,0.0,2.0,Nao
9719,Nao,Sim,Nao,0.0,1.0,Nao
9720,Nao,Sim,Nao,0.0,1.0,Nao
9721,Nao,Sim,Nao,0.0,1.0,Nao
9722,Nao,Nao,Nao,0.0,2.0,Nao
9723,Nao,Sim,Nao,0.0,1.0,Nao
9725,Nao,Nao,Nao,1.0,1.0,Nao
9726,Nao,Sim,Nao,0.0,2.0,Nao
9728,Nao,Nao,Nao,1.0,1.0,Nao
9729,Nao,Nao,Sim,1.0,1.0,Nao
9730,Nao,Nao,Sim,0.0,1.0,Nao
9732,Nao,Sim,Sim,0.0,1.0,Nao
9733,Sim,Sim,Sim,1.0,0.0,Nao
9734,Nao,Sim,Sim,0.0,1.0,Nao
9735,Sim,Sim,Sim,0.0,1.0,Nao
9738,Nao,Nao,Sim,0.0,1.0,Nao
9739,Nao,Sim,Sim,1.0,1.0,Nao
9740,Nao,Sim,Sim,0.0,1.0,Nao
9743,Nao,Sim,Sim,0.0,2.0,Nao
9745,Sim,Sim,Sim,0.0,2.0,Nao
9747,Sim,Nao,Nao,0.0,1.0,Nao
9749,Nao,Sim,Sim,0.0,1.0,Nao
9752,Nao,Sim,Sim,0.0,2.0,Nao
9754,Sim,Nao,Sim,0.0,1.0,Nao
9755,Sim,Nao,Sim,1.0,0.0,Sim
9756,Nao,Nao,Sim,0.0,1.0,Nao
9758,Sim,Sim,Nao,1.0,0.0,Sim
9759,Sim,Nao,Nao,0.0,1.0,Nao
9764,Nao,Sim,Sim,1.0,0.0,Nao
9765,Sim,Nao,Sim,0.0,1.0,Nao
9766,Sim,Sim,Sim,0.0,2.0,Sim
9767,Sim,Sim,Sim,0.0,1.0,Nao
9769,Sim,Sim,Sim,0.0,1.0,Nao
9770,Sim,Nao,Sim,1.0,0.0,Sim
9771,Sim,Nao,Sim,1.0,2.0,Nao
9772,Sim,Nao,Sim,0.0,1.0,Nao
9773,Nao,Sim,Sim,0.0,1.0,Nao
9774,Sim,Sim,Sim,0.0,1.0,Nao
9775,Nao,Nao,Nao,0.0,1.0,Nao
9776,Nao,Sim,Sim,0.0,1.0,Nao
9777,Sim,Sim,Sim,1.0,1.0,Sim
9778,Sim,Sim,Sim,0.0,1.0,Nao
9779,Sim,Sim,Sim,0.0,1.0,Sim
9780,Sim,Sim,Sim,0.0,1.0,Nao
9782,Sim,Sim,Sim,0.0,1.0,Nao
9783,Sim,Sim,Sim,0.0,2.0,Sim
9784,Nao,Sim,Nao,0.0,1.0,Nao
9785,Sim,Sim,Sim,1.0,1.0,Sim
9786,Sim,Sim,Sim,1.0,2.0,Nao
9787,Sim,Sim,Sim,1.0,1.0,Sim
9788,Nao,Sim,Sim,0.0,1.0,Nao
9789,Sim,Sim,Sim,0.0,1.0,Nao
9790,Nao,Sim,Sim,0.0,1.0,Nao
9791,Nao,Sim,Sim,0.0,1.0,Nao
9792,Nao,Nao,Sim,2.0,0.0,Sim
9793,Nao,Sim,Sim,0.0,1.0,Nao
9796,Nao,Sim,Sim,1.0,0.0,Nao
9798,Nao,Nao,Sim,0.0,2.0,Nao
9799,Sim,Nao,Sim,0.0,2.0,Nao
9800,Sim,Sim,Nao,0.0,1.0,Nao
9801,Nao,Nao,Sim,0.0,1.0,Nao
9804,Sim,Sim,Sim,2.0,1.0,Nao
9805,Nao,Nao,Sim,0.0,2.0,Nao
9808,Nao,Sim,Sim,0.0,1.0,Nao
9809,Nao,Nao,Sim,0.0,1.0,Nao
9811,Nao,Nao,Nao,1.0,0.0,Nao
9812,Nao,Nao,Sim,0.0,1.0,Nao
9814,Sim,Nao,Sim,0.0,1.0,Nao
9815,Sim,Sim,Sim,1.0,2.0,Nao
9816,Nao,Nao,Nao,0.0,1.0,Nao
9817,Sim,Sim,Sim,1.0,1.0,Sim
9819,Nao,Nao,Nao,0.0,1.0,Nao
9822,Sim,Sim,Sim,0.0,2.0,Sim
9823,Nao,Nao,Sim,1.0,0.0,Nao
9826,Nao,Sim,Sim,0.0,2.0,Nao
9829,Sim,Nao,Sim,1.0,0.0,Nao
9830,Sim,Nao,Sim,1.0,1.0,Nao
9831,Sim,Nao,Sim,0.0,1.0,Nao
9832,Sim,Nao,Sim,0.0,1.0,Nao
9836,Sim,Nao,Sim,0.0,3.0,Nao
9837,Sim,Sim,Sim,0.0,1.0,Nao
9839,Nao,Nao,Sim,1.0,1.0,Nao
9840,Nao,Sim,Nao,0.0,2.0,Nao
9842,Sim,Sim,Sim,2.0,0.0,Sim
9844,Sim,Sim,Sim,2.0,0.0,Sim
9845,Sim,Sim,Sim,4.0,0.0,Nao
9847,Sim,Sim,Sim,4.0,0.0,Sim
9848,Sim,Sim,Sim,3.0,0.0,Sim
9850,Sim,Sim,Sim,1.0,2.0,Nao
9852,Nao,Nao,Sim,0.0,1.0,Nao
9855,Sim,Sim,Sim,3.0,0.0,Sim
9856,Sim,Sim,Sim,2.0,1.0,Sim
9857,Sim,Nao,Sim,5.0,0.0,Sim
9858,Sim,Sim,Nao,2.0,1.0,Sim
9859,Nao,Nao,Sim,0.0,1.0,Nao
9860,Nao,Nao,Sim,0.0,1.0,Nao
9861,Sim,Nao,Nao,0.0,1.0,Nao
9862,Sim,Nao,Sim,0.0,1.0,Nao
9863,Nao,Sim,Sim,0.0,1.0,Sim
9864,Nao,Sim,Sim,1.0,1.0,Nao
9865,Sim,Sim,Sim,2.0,0.0,Nao
9866,Nao,Nao,Sim,1.0,0.0,Nao
9867,Sim,Nao,Sim,0.0,1.0,Nao
9868,Sim,Sim,Sim,2.0,0.0,Nao
9869,Sim,Nao,Sim,0.0,1.0,Sim
9870,Sim,Nao,Nao,1.0,0.0,Sim
9871,Sim,Sim,Sim,1.0,1.0,Sim
9872,Sim,Nao,Sim,0.0,1.0,Nao
9873,Sim,Sim,Sim,1.0,1.0,Sim
9874,Sim,Nao,Sim,1.0,1.0,Sim
9877,Nao,Sim,Sim,0.0,1.0,Nao
9878,Nao,Nao,Sim,0.0,1.0,Nao
9879,Sim,Sim,Sim,0.0,2.0,Nao
9880,Nao,Nao,Sim,0.0,1.0,Nao
9881,Sim,Nao,Sim,0.0,2.0,Nao
9882,Sim,Sim,Nao,1.0,1.0,Sim
9883,Nao,Sim,Nao,1.0,0.0,Nao
9884,Sim,Sim,Sim,0.0,2.0,Nao
9885,Sim,Sim,Sim,3.0,0.0,Nao
9886,Sim,Sim,Sim,0.0,1.0,Nao
9887,Nao,Sim,Sim,2.0,0.0,Nao
9888,Nao,Nao,Sim,1.0,0.0,Nao
9891,Nao,Sim,Sim,0.0,2.0,Nao
9892,Nao,Sim,Nao,1.0,0.0,Nao
9894,Sim,Sim,Sim,1.0,1.0,Nao
9895,Sim,Sim,Sim,1.0,2.0,Nao
9896,Sim,Sim,Sim,3.0,0.0,Sim
9897,Nao,Nao,Nao,1.0,1.0,Nao
9898,Nao,Sim,Sim,1.0,1.0,Nao
9900,Nao,Sim,Sim,1.0,2.0,Nao
9901,Sim,Sim,Sim,1.0,1.0,Nao
9903,Nao,Nao,Nao,0.0,1.0,Nao
9906,Sim,Sim,Sim,2.0,0.0,Nao
9907,Sim,Sim,Sim,1.0,0.0,Nao
9909,Sim,Sim,Sim,0.0,2.0,Nao
9910,Sim,Sim,Sim,0.0,1.0,Nao
9912,Sim,Sim,Sim,1.0,1.0,Nao
9915,Sim,Sim,Sim,1.0,1.0,Sim
9917,Nao,Sim,Nao,0.0,1.0,Sim
9919,Sim,Sim,Sim,1.0,0.0,Nao
9920,Sim,Sim,Sim,1.0,1.0,Nao
9921,Nao,Sim,Sim,0.0,2.0,Nao
9922,Nao,Sim,Sim,0.0,2.0,Sim
9923,Sim,Sim,Sim,1.0,0.0,Nao
9924,Sim,Sim,Sim,2.0,1.0,Nao
9925,Nao,Sim,Sim,1.0,0.0,Nao
9927,Nao,Nao,Sim,0.0,3.0,Nao
9928,Sim,Nao,Nao,0.0,1.0,Sim
9929,Nao,Nao,Nao,0.0,1.0,Nao
9930,Sim,Sim,Sim,2.0,0.0,Nao
9932,Nao,Sim,Sim,1.0,0.0,Sim
9933,Sim,Sim,Sim,0.0,1.0,Nao
9934,Sim,Nao,Sim,1.0,2.0,Nao
9935,Sim,Nao,Sim,0.0,2.0,Sim
9936,Sim,Nao,Sim,1.0,1.0,Sim
9938,Nao,Nao,Sim,0.0,1.0,Nao
9942,Sim,Nao,Sim,1.0,0.0,Nao
9946,Sim,Sim,Sim,1.0,2.0,Nao
9948,Nao,Nao,Sim,0.0,1.0,Nao
9953,Nao,Sim,Sim,1.0,0.0,Sim
9954,Nao,Sim,Sim,0.0,1.0,Nao
9955,Sim,Nao,Sim,1.0,1.0,Nao
9956,Nao,Nao,Sim,0.0,1.0,Nao
9957,Sim,Sim,Sim,1.0,1.0,Sim
9958,Sim,Sim,Sim,0.0,2.0,Nao
9959,Nao,Nao,Nao,0.0,1.0,Nao
9960,Sim,Nao,Sim,1.0,0.0,Nao
9961,Sim,Nao,Sim,0.0,1.0,Nao
9963,Sim,Sim,Sim,2.0,0.0,Nao
9965,Nao,Sim,Sim,0.0,1.0,Nao
9966,Nao,Sim,Sim,0.0,1.0,Nao
9967,Sim,Nao,Sim,1.0,1.0,Nao
9968,Nao,Sim,Sim,0.0,1.0,Nao
9969,Nao,Nao,Sim,0.0,2.0,Nao
9970,Nao,Nao,Sim,0.0,1.0,Sim
9971,Sim,Sim,Sim,1.0,1.0,Nao
9973,Nao,Sim,Nao,0.0,1.0,Nao
9974,Sim,Nao,Sim,1.0,3.0,Nao
9975,Nao,Nao,Nao,0.0,1.0,Nao
9976,Nao,Nao,Sim,0.0,1.0,Nao
9977,Sim,Sim,Sim,0.0,2.0,Nao
9978,Nao,Nao,Sim,0.0,2.0,Nao
9980,Sim,Nao,Sim,0.0,1.0,Nao
9982,Nao,Nao,Sim,1.0,1.0,Nao
9983,Nao,Sim,Sim,0.0,1.0,Nao
9984,Nao,Sim,Sim,0.0,3.0,Nao
9985,Nao,Nao,Sim,0.0,1.0,Nao
9986,Nao,Nao,Nao,0.0,1.0,Nao
9987,Nao,Sim,Sim,0.0,1.0,Nao
9988,Nao,Sim,Nao,0.0,1.0,Nao
9991,Nao,Nao,Sim,0.0,1.0,Nao
9992,Sim,Nao,Sim,0.0,1.0,Nao
9993,Sim,Sim,Sim,0.0,2.0,Nao
9995,Sim,Sim,Sim,2.0,1.0,Nao
9998,Nao,Sim,Nao,0.0,1.0,Nao
9999,Sim,Sim,Sim,0.0,2.0,Nao
10000,Sim,Sim,Nao,0.0,1.0,Nao
10001,Nao,Nao,Sim,0.0,1.0,Nao
10002,Sim,Nao,Nao,0.0,1.0,Sim
10003,Nao,Sim,Sim,1.0,0.0,Nao
10004,Sim,Nao,Sim,1.0,1.0,Nao
10005,Sim,Sim,Sim,0.0,2.0,Nao
10007,Nao,Sim,Sim,1.0,0.0,Nao
10009,Nao,Nao,Nao,0.0,1.0,Nao
10011,Nao,Sim,Sim,0.0,1.0,Nao
10012,Nao,Sim,Sim,0.0,1.0,Nao
10013,Sim,Sim,Sim,2.0,0.0,Nao
10014,Nao,Sim,Sim,0.0,2.0,Nao
10015,Nao,Sim,Sim,1.0,1.0,Sim
10016,Nao,Nao,Sim,0.0,2.0,Nao
10017,Sim,Nao,Nao,0.0,1.0,Nao
10018,Sim,Sim,Sim,0.0,2.0,Nao
10019,Nao,Sim,Nao,0.0,1.0,Nao
10020,Sim,Sim,Sim,1.0,0.0,Sim
10022,Sim,Sim,Sim,2.0,1.0,Nao
10025,Nao,Sim,Sim,1.0,0.0,Nao
10027,Nao,Nao,Nao,0.0,1.0,Nao
10028,Sim,Nao,Nao,0.0,2.0,Nao
10030,Nao,Sim,Sim,0.0,1.0,Nao
10031,Nao,Sim,Sim,0.0,1.0,Sim
10032,Sim,Nao,Nao,0.0,2.0,Sim
10033,Nao,Sim,Sim,2.0,0.0,Sim
10035,Sim,Sim,Sim,1.0,0.0,Sim
10036,Nao,Sim,Sim,0.0,1.0,Nao
10037,Sim,Nao,Sim,1.0,1.0,Sim
10038,Sim,Nao,Nao,2.0,0.0,Nao
10039,Nao,Nao,Sim,1.0,0.0,Nao
10040,Sim,Nao,Nao,0.0,1.0,Nao
10041,Sim,Nao,Sim,2.0,1.0,Sim
10042,Sim,Nao,Nao,1.0,0.0,Sim
10043,Nao,Nao,Sim,1.0,0.0,Nao
10044,Sim,Sim,Sim,1.0,0.0,Nao
10045,Nao,Nao,Sim,0.0,2.0,Nao
10046,Sim,Nao,Sim,3.0,0.0,Nao
10047,Sim,Nao,Sim,2.0,0.0,Nao
10049,Nao,Sim,Sim,1.0,0.0,Nao
10050,Nao,Sim,Sim,1.0,1.0,Nao
10051,Sim,Nao,Sim,0.0,1.0,Nao
10052,Sim,Sim,Sim,2.0,0.0,Nao
10054,Sim,Sim,Nao,2.0,0.0,Nao
10055,Nao,Nao,Sim,1.0,1.0,Nao
10056,Sim,Sim,Sim,0.0,1.0,Nao
10058,Sim,Nao,Sim,1.0,0.0,Nao
10059,Sim,Nao,Sim,1.0,1.0,Nao
10061,Nao,Nao,Sim,0.0,1.0,Nao
10062,Nao,Nao,Nao,0.0,1.0,Sim
10064,Sim,Nao,Sim,1.0,0.0,Sim
10065,Nao,Sim,Nao,0.0,1.0,Nao
10066,Nao,Sim,Nao,1.0,0.0,Nao
10067,Sim,Sim,Sim,1.0,0.0,Nao
10070,Sim,Sim,Nao,0.0,1.0,Nao
10071,Nao,Sim,Sim,0.0,1.0,Nao
10072,Sim,Nao,Nao,0.0,2.0,Nao
10073,Sim,Sim,Sim,0.0,2.0,Nao
10074,Sim,Sim,Sim,2.0,0.0,Nao
10075,Nao,Sim,Sim,1.0,0.0,Sim
10076,Nao,Nao,Sim,1.0,0.0,Nao
10077,Nao,Sim,Sim,1.0,0.0,Nao
10078,Sim,Nao,Sim,1.0,0.0,Sim
10079,Nao,Nao,Sim,0.0,1.0,Nao
10080,Sim,Nao,Nao,1.0,0.0,Nao
10081,Sim,Nao,Nao,1.0,2.0,Nao
10082,Nao,Sim,Sim,1.0,0.0,Sim
10083,Nao,Nao,Sim,0.0,1.0,Nao
10084,Nao,Sim,Sim,0.0,1.0,Nao
10086,Nao,Nao,Nao,0.0,1.0,Nao
10088,Nao,Sim,Sim,0.0,1.0,Nao
10089,Sim,Sim,Sim,0.0,1.0,Nao
10090,Sim,Sim,Sim,1.0,0.0,Nao
10092,Sim,Nao,Nao,0.0,1.0,Nao
10093,Nao,Nao,Sim,0.0,1.0,Nao
10094,Sim,Sim,Sim,1.0,1.0,Sim
10095,Nao,Sim,Sim,0.0,1.0,Nao
10098,Nao,Nao,Sim,1.0,2.0,Nao
10101,Nao,Nao,Sim,0.0,1.0,Nao
10104,Nao,Sim,Sim,0.0,1.0,Nao
10105,Sim,Nao,Sim,0.0,1.0,Nao
10106,Sim,Nao,Sim,1.0,0.0,Nao
10107,Sim,Sim,Sim,0.0,1.0,Nao
10109,Sim,Nao,Sim,0.0,1.0,Sim
10110,Nao,Sim,Sim,0.0,2.0,Nao
10111,Sim,Nao,Sim,1.0,1.0,Nao
10115,Nao,Nao,Sim,1.0,0.0,Nao
10116,Nao,Nao,Sim,0.0,1.0,Nao
10117,Sim,Nao,Nao,1.0,0.0,Nao
10119,Nao,Nao,Nao,1.0,2.0,Sim
10120,Sim,Sim,Sim,0.0,3.0,Nao
10122,Nao,Sim,Nao,1.0,0.0,Nao
10123,Nao,Nao,Sim,0.0,1.0,Nao
10124,Nao,Sim,Nao,0.0,2.0,Nao
10125,Nao,Nao,Nao,0.0,1.0,Nao
10126,Nao,Nao,Sim,0.0,1.0,Nao
10128,Nao,Nao,Sim,0.0,1.0,Nao
10129,Nao,Sim,Sim,0.0,1.0,Nao
10130,Nao,Sim,Sim,0.0,1.0,Nao
10131,Sim,Sim,Sim,1.0,1.0,Nao
10132,Nao,Sim,Sim,0.0,2.0,Nao
10133,Nao,Sim,Sim,0.0,2.0,Nao
10134,Nao,Sim,Sim,0.0,1.0,Nao
10136,Sim,Sim,Sim,0.0,1.0,Nao
10137,Nao,Sim,Sim,0.0,1.0,Sim
10139,Sim,Sim,Sim,0.0,2.0,Nao
10140,Sim,Sim,Sim,1.0,0.0,Nao
10142,Nao,Sim,Sim,0.0,1.0,Nao
10143,Nao,Sim,Sim,0.0,2.0,Nao
10144,Nao,Sim,Sim,0.0,1.0,Nao
10146,Sim,Sim,Sim,1.0,1.0,Sim
10147,Sim,Sim,Sim,1.0,1.0,Sim
10148,Sim,Sim,Sim,0.0,2.0,Sim
10149,Sim,Sim,Nao,0.0,1.0,Nao
10150,Sim,Sim,Sim,2.0,1.0,Sim
10151,Sim,Sim,Sim,2.0,0.0,Nao
10152,Sim,Sim,Sim,1.0,1.0,Nao
10153,Nao,Sim,Sim,0.0,1.0,Nao
10154,Sim,Sim,Sim,2.0,0.0,Sim
10155,Nao,Sim,Nao,0.0,1.0,Nao
10156,Sim,Sim,Sim,2.0,1.0,Nao
10157,Nao,Sim,Sim,0.0,1.0,Nao
10158,Nao,Sim,Sim,0.0,1.0,Nao
10159,Sim,Sim,Sim,1.0,1.0,Nao
10160,Sim,Sim,Sim,1.0,0.0,Nao
10162,Sim,Sim,Sim,0.0,1.0,Sim
10164,Nao,Nao,Sim,0.0,2.0,Nao
10165,Sim,Nao,Sim,0.0,1.0,Nao
10167,Nao,Nao,Sim,1.0,1.0,Nao
10168,Nao,Sim,Nao,0.0,2.0,Nao
10169,Sim,Sim,Sim,1.0,1.0,Sim
10170,Nao,Sim,Nao,0.0,1.0,Nao
10172,Nao,Nao,Sim,0.0,1.0,Nao
10173,Nao,Sim,Nao,1.0,0.0,Nao
10174,Nao,Nao,Sim,0.0,1.0,Nao
10176,Nao,Nao,Sim,1.0,0.0,Nao
10177,Nao,Nao,Nao,0.0,1.0,Nao
10179,Nao,Sim,Sim,0.0,2.0,Nao
10180,Nao,Sim,Sim,0.0,1.0,Nao
10182,Nao,Sim,Sim,1.0,0.0,Nao
10183,Sim,Sim,Sim,1.0,1.0,Sim
10188,Nao,Sim,Sim,0.0,1.0,Nao
10190,Sim,Sim,Sim,1.0,0.0,Nao
10191,Nao,Nao,Nao,0.0,1.0,Nao
10194,Sim,Nao,Sim,1.0,0.0,Nao
10195,Sim,Sim,Nao,0.0,1.0,Nao
10196,Sim,Nao,Sim,0.0,1.0,Nao
10198,Nao,Sim,Sim,0.0,1.0,Nao
10201,Nao,Sim,Sim,1.0,0.0,Nao
10204,Sim,Sim,Sim,0.0,1.0,Nao
10205,Sim,Sim,Nao,0.0,2.0,Nao
10206,Sim,Nao,Nao,1.0,0.0,Sim
10208,Sim,Sim,Sim,1.0,1.0,Nao
10209,Sim,Nao,Sim,0.0,1.0,Nao
10210,Nao,Sim,Nao,0.0,3.0,Nao
10211,Nao,Nao,Sim,1.0,1.0,Nao
10212,Sim,Nao,Sim,1.0,0.0,Nao
10214,Sim,Sim,Sim,1.0,1.0,Nao
10215,Nao,Sim,Sim,0.0,1.0,Nao
10218,Nao,Sim,Sim,0.0,1.0,Nao
10220,Nao,Nao,Nao,0.0,1.0,Nao
10221,Nao,Nao,Nao,1.0,0.0,Sim
10222,Nao,Nao,Sim,0.0,1.0,Nao
10224,Sim,Sim,Sim,1.0,0.0,Nao
10229,Sim,Nao,Sim,0.0,2.0,Nao
10232,Nao,Nao,Sim,0.0,1.0,Nao
10233,Nao,Nao,Nao,1.0,0.0,Nao
10234,Nao,Sim,Nao,1.0,1.0,Nao
10235,Nao,Sim,Sim,0.0,1.0,Nao
10236,Nao,Nao,Sim,0.0,1.0,Nao
10237,Nao,Sim,Sim,0.0,1.0,Sim
10238,Sim,Sim,Sim,1.0,1.0,Sim
10240,Nao,Sim,Nao,0.0,1.0,Nao
10244,Sim,Sim,Sim,1.0,2.0,Nao
10245,Sim,Nao,Sim,0.0,2.0,Nao
10247,Sim,Sim,Sim,1.0,1.0,Nao
10248,Sim,Nao,Sim,1.0,0.0,Nao
10250,Sim,Nao,Sim,0.0,1.0,Nao
10252,Nao,Sim,Nao,0.0,1.0,Nao
10253,Sim,Nao,Nao,0.0,1.0,Nao
10254,Nao,Nao,Sim,0.0,2.0,Nao
10255,Nao,Sim,Sim,0.0,1.0,Nao
10256,Nao,Nao,Sim,0.0,2.0,Nao
10257,Nao,Nao,Sim,1.0,0.0,Nao
10258,Sim,Sim,Nao,0.0,2.0,Nao
10260,Sim,Nao,Sim,2.0,0.0,Sim
10261,Sim,Nao,Sim,0.0,1.0,Nao
10262,Sim,Sim,Sim,1.0,1.0,Nao
10263,Nao,Sim,Sim,1.0,0.0,Sim
10265,Sim,Nao,Nao,0.0,1.0,Nao
10266,Nao,Sim,Sim,0.0,2.0,Nao
10268,Sim,Sim,Sim,1.0,1.0,Nao
10270,Nao,Nao,Nao,0.0,1.0,Nao
10274,Sim,Nao,Nao,0.0,1.0,Nao
10275,Nao,Nao,Sim,1.0,2.0,Nao
10278,Nao,Sim,Sim,0.0,2.0,Nao
10279,Nao,Nao,Sim,1.0,0.0,Nao
10283,Nao,Sim,Sim,0.0,1.0,Nao
10284,Sim,Sim,Sim,1.0,0.0,Sim
10285,Nao,Sim,Sim,1.0,1.0,Nao
10286,Sim,Sim,Sim,0.0,1.0,Nao
10287,Sim,Sim,Nao,0.0,2.0,Nao
10288,Nao,Nao,Nao,0.0,1.0,Nao
10289,Nao,Nao,Sim,0.0,1.0,Nao
10290,Nao,Nao,Sim,1.0,0.0,Nao
10291,Sim,Sim,Sim,0.0,2.0,Nao
10294,Sim,Nao,Nao,0.0,1.0,Nao
10295,Sim,Nao,Sim,1.0,0.0,Nao
10296,Nao,Nao,Sim,0.0,1.0,Nao
10297,Sim,Nao,Nao,0.0,1.0,Nao
10298,Sim,Sim,Nao,2.0,0.0,Sim
10301,Nao,Nao,Sim,0.0,2.0,Nao
10304,Nao,Nao,Nao,0.0,1.0,Nao
10306,Sim,Nao,Nao,1.0,0.0,Nao
10308,Nao,Sim,Sim,0.0,1.0,Nao
10309,Nao,Sim,Sim,0.0,1.0,Nao
10311,Sim,Nao,Nao,0.0,1.0,Nao
