,DOMICILIO_ACESSO_INTERNET,TEM_RADIO,TEM_DVD,NUMERO_TV_PLASMA,NUMERO_TV_TUBO,TEM_ASSINATURA_TV
28019,Sim,Sim,Sim,1.0,0.0,Nao
28020,Sim,Sim,Nao,1.0,0.0,Nao
28021,Sim,Nao,Sim,1.0,0.0,Sim
28022,Sim,Nao,Sim,1.0,0.0,Sim
28023,Nao,Sim,Sim,1.0,0.0,Nao
28024,Nao,Sim,Nao,0.0,1.0,Nao
28025,Nao,Sim,Nao,0.0,1.0,Nao
28026,Nao,Sim,Nao,0.0,1.0,Nao
28027,Nao,Nao,Sim,0.0,1.0,Nao
28029,Nao,Sim,Nao,0.0,1.0,Nao
28030,Nao,Sim,Nao,0.0,1.0,Nao
28031,Nao,Nao,Sim,0.0,1.0,Nao
28032,Nao,Sim,Sim,1.0,0.0,Nao
28033,Nao,Nao,Nao,1.0,0.0,Sim
28034,Nao,Sim,Sim,0.0,1.0,Nao
28035,Nao,Sim,Sim,1.0,0.0,Nao
28036,Sim,Nao,Nao,0.0,1.0,Nao
28038,Nao,Sim,Sim,0.0,1.0,Nao
28039,Nao,Sim,Sim,0.0,1.0,Nao
28040,Nao,Nao,Nao,1.0,0.0,Nao
28041,Sim,Sim,Sim,1.0,0.0,Nao
28042,Sim,Sim,Sim,1.0,0.0,Nao
28044,Sim,Sim,Sim,0.0,1.0,Nao
28045,Sim,Sim,Sim,1.0,1.0,Nao
28046,Nao,Sim,Sim,0.0,1.0,Nao
28048,Sim,Sim,Sim,1.0,1.0,Nao
28049,Sim,Nao,Sim,0.0,1.0,Nao
28050,Nao,Sim,Nao,0.0,2.0,Nao
28052,Sim,Nao,Sim,1.0,0.0,Nao
28053,Sim,Sim,Sim,0.0,1.0,Nao
28054,Sim,Sim,Sim,1.0,1.0,Nao
28057,Sim,Sim,Sim,1.0,2.0,Nao
28058,Sim,Sim,Nao,0.0,2.0,Nao
28059,Nao,Sim,Sim,1.0,0.0,Nao
28060,Nao,Nao,Nao,1.0,0.0,Nao
28061,Sim,Sim,Sim,1.0,3.0,Nao
28062,Nao,Sim,Sim,0.0,1.0,Nao
28063,Sim,Sim,Sim,2.0,2.0,Nao
28066,Nao,Sim,Nao,0.0,1.0,Nao
28067,Sim,Sim,Sim,0.0,1.0,Nao
28068,Nao,Sim,Nao,0.0,2.0,Nao
28069,Nao,Nao,Sim,0.0,2.0,Nao
28070,Nao,Sim,Sim,0.0,1.0,Nao
28071,Nao,Sim,Nao,0.0,1.0,Nao
28072,Sim,Sim,Sim,1.0,0.0,Nao
28073,Sim,Nao,Sim,0.0,2.0,Nao
28074,Nao,Nao,Nao,0.0,1.0,Nao
28075,Nao,Sim,Nao,0.0,1.0,Nao
28076,Nao,Sim,Sim,0.0,1.0,Nao
28077,Nao,Sim,Sim,0.0,1.0,Nao
28078,Sim,Sim,Nao,0.0,1.0,Nao
28079,Nao,Sim,Nao,0.0,2.0,Nao
28080,Sim,Sim,Sim,0.0,1.0,Nao
28081,Nao,Sim,Sim,1.0,1.0,Nao
28082,Nao,Sim,Sim,1.0,0.0,Nao
28083,Nao,Nao,Nao,0.0,1.0,Nao
28084,Nao,Sim,Nao,0.0,2.0,Nao
28085,Nao,Sim,Sim,0.0,1.0,Nao
28086,Nao,Sim,Sim,1.0,1.0,Nao
28087,Nao,Sim,Sim,1.0,0.0,Nao
28089,Nao,Sim,Sim,1.0,0.0,Nao
28090,Nao,Sim,Sim,1.0,1.0,Nao
28091,Sim,Sim,Nao,0.0,1.0,Nao
28093,Nao,Sim,Sim,0.0,1.0,Nao
28094,Sim,Sim,Sim,0.0,1.0,Nao
28095,Nao,Sim,Nao,0.0,1.0,Nao
28098,Nao,Sim,Sim,0.0,1.0,Nao
28099,Sim,Sim,Nao,0.0,1.0,Nao
28100,Nao,Sim,Sim,0.0,1.0,Nao
28102,Nao,Sim,Sim,0.0,1.0,Nao
28103,Nao,Sim,Sim,0.0,1.0,Nao
28104,Nao,Sim,Nao,0.0,1.0,Nao
28105,Nao,Sim,Nao,1.0,0.0,Nao
28106,Nao,Sim,Sim,1.0,0.0,Nao
28107,Nao,Sim,Sim,0.0,1.0,Nao
28110,Nao,Sim,Sim,0.0,2.0,Sim
28111,Nao,Sim,Sim,0.0,1.0,Nao
28113,Nao,Sim,Sim,0.0,1.0,Nao
28114,Nao,Sim,Sim,0.0,1.0,Nao
28115,Nao,Sim,Nao,0.0,1.0,Nao
28118,Nao,Nao,Sim,0.0,1.0,Nao
28119,Sim,Sim,Sim,0.0,1.0,Nao
28120,Nao,Sim,Sim,1.0,1.0,Nao
28121,Nao,Sim,Nao,0.0,1.0,Nao
28122,Nao,Nao,Nao,0.0,1.0,Nao
28124,Nao,Nao,Nao,0.0,1.0,Nao
28125,Nao,Sim,Sim,0.0,1.0,Nao
28126,Nao,Sim,Sim,0.0,1.0,Nao
28128,Sim,Sim,Nao,0.0,1.0,Nao
28129,Sim,Nao,Sim,0.0,1.0,Sim
28130,Nao,Sim,Sim,0.0,1.0,Nao
28131,Sim,Sim,Sim,0.0,2.0,Nao
28132,Sim,Sim,Sim,0.0,1.0,Nao
28133,Sim,Sim,Sim,1.0,1.0,Sim
28134,Sim,Sim,Sim,1.0,1.0,Sim
28135,Nao,Sim,Sim,0.0,1.0,Nao
28136,Nao,Nao,Nao,0.0,1.0,Nao
28137,Nao,Sim,Sim,0.0,2.0,Nao
28138,Nao,Sim,Sim,0.0,1.0,Nao
28140,Sim,Sim,Nao,1.0,0.0,Nao
28141,Nao,Sim,Nao,0.0,1.0,Nao
28143,Sim,Nao,Sim,0.0,1.0,Nao
28146,Nao,Sim,Sim,1.0,0.0,Nao
28147,Nao,Sim,Sim,0.0,1.0,Nao
28148,Sim,Sim,Sim,0.0,1.0,Nao
28149,Nao,Sim,Nao,1.0,0.0,Nao
28150,Nao,Nao,Nao,0.0,1.0,Nao
28151,Nao,Sim,Sim,1.0,1.0,Nao
28154,Nao,Sim,Nao,0.0,1.0,Nao
28155,Nao,Nao,Nao,0.0,1.0,Nao
28156,Nao,Sim,Sim,0.0,1.0,Nao
28158,Nao,Sim,Sim,1.0,1.0,Nao
28159,Nao,Sim,Sim,0.0,1.0,Nao
28160,Nao,Nao,Nao,0.0,1.0,Nao
28161,Nao,Sim,Sim,0.0,1.0,Nao
28162,Nao,Sim,Sim,1.0,0.0,Nao
28163,Nao,Sim,Sim,0.0,1.0,Nao
28164,Nao,Nao,Nao,0.0,1.0,Nao
28165,Nao,Nao,Nao,0.0,1.0,Nao
28167,Nao,Sim,Sim,0.0,1.0,Nao
28168,Nao,Sim,Sim,0.0,1.0,Nao
28169,Nao,Sim,Sim,0.0,1.0,Nao
28170,Nao,Sim,Sim,0.0,1.0,Nao
28171,Nao,Nao,Sim,1.0,0.0,Nao
28172,Nao,Sim,Sim,0.0,1.0,Nao
28173,Nao,Sim,Sim,0.0,1.0,Nao
28174,Nao,Sim,Sim,0.0,1.0,Nao
28175,Nao,Sim,Sim,0.0,1.0,Nao
28176,Nao,Sim,Sim,2.0,0.0,Nao
28177,Nao,Sim,Nao,0.0,1.0,Nao
28178,Nao,Sim,Nao,0.0,1.0,Nao
28179,Nao,Nao,Nao,5.0,1.0,Nao
28180,Nao,Nao,Nao,0.0,1.0,Nao
28181,Nao,Nao,Nao,0.0,1.0,Nao
28183,Nao,Sim,Sim,0.0,1.0,Nao
28184,Nao,Sim,Sim,0.0,1.0,Nao
28185,Nao,Sim,Sim,0.0,1.0,Nao
28186,Nao,Sim,Nao,0.0,1.0,Nao
28187,Nao,Sim,Sim,0.0,2.0,Nao
28189,Nao,Sim,Sim,0.0,1.0,Nao
28190,Nao,Nao,Nao,0.0,1.0,Nao
28191,Nao,Nao,Nao,0.0,1.0,Nao
28192,Nao,Sim,Sim,0.0,1.0,Nao
28193,Nao,Sim,Sim,0.0,1.0,Nao
28195,Nao,Sim,Sim,0.0,1.0,Nao
28196,Sim,Sim,Sim,1.0,0.0,Nao
28197,Nao,Sim,Sim,0.0,1.0,Nao
28198,Nao,Sim,Sim,0.0,1.0,Nao
28199,Nao,Nao,Nao,0.0,1.0,Nao
28200,Nao,Sim,Nao,0.0,1.0,Nao
28201,Nao,Nao,Nao,0.0,1.0,Nao
28203,Nao,Sim,Nao,0.0,1.0,Nao
28205,Nao,Sim,Nao,0.0,1.0,Nao
28206,Nao,Sim,Sim,0.0,1.0,Nao
28207,Nao,Nao,Nao,0.0,1.0,Nao
28208,Sim,Sim,Nao,0.0,1.0,Nao
28209,Nao,Sim,Nao,1.0,0.0,Nao
28210,Nao,Sim,Sim,0.0,1.0,Nao
28211,Nao,Sim,Nao,0.0,1.0,Nao
28212,Nao,Nao,Sim,0.0,2.0,Nao
28213,Nao,Sim,Sim,0.0,1.0,Nao
28214,Nao,Sim,Sim,0.0,2.0,Nao
28215,Sim,Nao,Nao,0.0,1.0,Nao
28218,Nao,Sim,Nao,1.0,0.0,Nao
28219,Nao,Sim,Nao,0.0,1.0,Sim
28220,Sim,Sim,Sim,1.0,1.0,Sim
28221,Nao,Nao,Nao,0.0,1.0,Nao
28222,Nao,Sim,Sim,0.0,1.0,Nao
28223,Nao,Nao,Nao,0.0,1.0,Sim
28225,Nao,Sim,Sim,0.0,1.0,Nao
28226,Nao,Sim,Nao,1.0,1.0,Sim
28227,Nao,Sim,Nao,1.0,0.0,Nao
28228,Nao,Sim,Sim,0.0,1.0,Nao
28229,Nao,Sim,Sim,0.0,1.0,Nao
28230,Sim,Sim,Sim,1.0,0.0,Nao
28231,Sim,Sim,Sim,0.0,1.0,Nao
28232,Nao,Sim,Nao,0.0,1.0,Nao
28233,Nao,Sim,Nao,1.0,0.0,Nao
28234,Nao,Sim,Sim,0.0,1.0,Nao
28235,Nao,Sim,Sim,0.0,1.0,Nao
28236,Sim,Sim,Sim,0.0,2.0,Nao
28237,Nao,Sim,Nao,0.0,1.0,Nao
28238,Nao,Sim,Nao,0.0,1.0,Nao
28240,Nao,Sim,Nao,0.0,1.0,Nao
28241,Nao,Sim,Nao,0.0,1.0,Nao
28242,Nao,Sim,Sim,2.0,0.0,Nao
28243,Nao,Sim,Nao,0.0,1.0,Nao
28244,Sim,Sim,Sim,2.0,0.0,Nao
28245,Nao,Sim,Nao,0.0,1.0,Nao
28246,Nao,Sim,Nao,0.0,1.0,Nao
28247,Nao,Sim,Nao,1.0,0.0,Nao
28249,Nao,Sim,Sim,1.0,0.0,Nao
28250,Nao,Sim,Sim,1.0,0.0,Nao
28253,Nao,Sim,Sim,0.0,1.0,Nao
28254,Nao,Sim,Nao,0.0,1.0,Nao
28255,Nao,Sim,Sim,2.0,0.0,Nao
28256,Sim,Sim,Sim,1.0,1.0,Nao
28257,Nao,Sim,Sim,1.0,0.0,Nao
28258,Sim,Nao,Nao,0.0,1.0,Nao
28259,Sim,Sim,Sim,1.0,1.0,Nao
28260,Sim,Sim,Sim,0.0,1.0,Nao
28261,Sim,Sim,Sim,1.0,0.0,Nao
28262,Sim,Sim,Nao,2.0,0.0,Sim
28264,Sim,Sim,Nao,1.0,1.0,Nao
28265,Sim,Nao,Nao,2.0,0.0,Sim
28266,Nao,Sim,Nao,0.0,1.0,Nao
28267,Nao,Nao,Sim,0.0,1.0,Nao
28268,Nao,Sim,Nao,1.0,0.0,Sim
28269,Nao,Nao,Nao,1.0,0.0,Nao
28270,Nao,Nao,Sim,1.0,1.0,Nao
28271,Sim,Sim,Sim,1.0,1.0,Nao
28273,Nao,Sim,Nao,1.0,0.0,Nao
28274,Nao,Sim,Nao,0.0,1.0,Nao
28276,Nao,Sim,Sim,0.0,2.0,Nao
28277,Nao,Sim,Nao,0.0,3.0,Nao
28278,Sim,Sim,Sim,2.0,0.0,Nao
28280,Nao,Sim,Sim,1.0,0.0,Nao
28282,Nao,Sim,Sim,0.0,1.0,Nao
28283,Nao,Sim,Sim,1.0,0.0,Nao
28284,Nao,Sim,Nao,0.0,1.0,Nao
28285,Nao,Sim,Sim,1.0,0.0,Nao
28286,Nao,Sim,Nao,0.0,1.0,Nao
28287,Sim,Sim,Sim,0.0,1.0,Nao
28288,Nao,Sim,Sim,2.0,1.0,Nao
28290,Nao,Sim,Sim,0.0,1.0,Nao
28292,Nao,Sim,Nao,0.0,1.0,Nao
28294,Nao,Sim,Nao,0.0,1.0,Nao
28296,Nao,Sim,Nao,0.0,1.0,Nao
28297,Nao,Sim,Nao,1.0,0.0,Nao
28304,Nao,Sim,Nao,0.0,1.0,Nao
28305,Nao,Sim,Nao,0.0,1.0,Nao
28306,Nao,Sim,Sim,0.0,1.0,Nao
28307,Nao,Sim,Nao,1.0,1.0,Nao
28308,Nao,Sim,Sim,0.0,1.0,Nao
28309,Nao,Sim,Sim,0.0,1.0,Nao
28310,Nao,Sim,Sim,1.0,1.0,Nao
28311,Sim,Sim,Sim,1.0,0.0,Nao
28312,Nao,Sim,Sim,0.0,1.0,Nao
28314,Nao,Sim,Nao,0.0,1.0,Nao
28317,Nao,Sim,Nao,0.0,1.0,Nao
28318,Nao,Sim,Sim,0.0,1.0,Nao
28319,Nao,Sim,Nao,0.0,1.0,Nao
28320,Nao,Sim,Sim,0.0,1.0,Nao
28321,Nao,Sim,Sim,0.0,1.0,Nao
28322,Nao,Sim,Nao,0.0,1.0,Nao
28323,Nao,Nao,Nao,0.0,1.0,Nao
28324,Nao,Sim,Nao,0.0,1.0,Nao
28325,Nao,Sim,Nao,0.0,1.0,Nao
28326,Nao,Sim,Sim,1.0,0.0,Nao
28327,Nao,Nao,Nao,0.0,1.0,Nao
28328,Nao,Sim,Sim,1.0,1.0,Nao
28329,Nao,Sim,Sim,0.0,1.0,Nao
28330,Nao,Sim,Nao,0.0,1.0,Nao
28331,Nao,Nao,Nao,0.0,1.0,Nao
28332,Nao,Sim,Sim,2.0,0.0,Nao
28333,Nao,Nao,Nao,0.0,1.0,Nao
28334,Nao,Sim,Sim,1.0,0.0,Nao
28335,Nao,Nao,Sim,1.0,0.0,Nao
28336,Nao,Sim,Nao,1.0,0.0,Nao
28337,Nao,Nao,Nao,0.0,1.0,Nao
28338,Nao,Sim,Sim,1.0,0.0,Nao
28339,Nao,Nao,Nao,0.0,1.0,Nao
28340,Nao,Sim,Sim,1.0,0.0,Nao
28341,Sim,Sim,Sim,2.0,0.0,Sim
28342,Sim,Sim,Sim,2.0,1.0,Sim
28343,Sim,Sim,Sim,3.0,0.0,Sim
28344,Sim,Sim,Sim,3.0,0.0,Sim
28345,Sim,Sim,Sim,2.0,0.0,Sim
28346,Sim,Sim,Sim,2.0,0.0,Sim
28347,Sim,Nao,Sim,1.0,0.0,Sim
28348,Sim,Sim,Sim,2.0,0.0,Sim
28350,Sim,Sim,Sim,2.0,0.0,Sim
28351,Sim,Sim,Sim,2.0,1.0,Sim
28352,Nao,Sim,Sim,1.0,1.0,Sim
28354,Sim,Sim,Sim,3.0,0.0,Sim
28355,Sim,Nao,Nao,1.0,0.0,Nao
28356,Sim,Sim,Sim,4.0,0.0,Sim
28357,Nao,Sim,Sim,0.0,1.0,Nao
28358,Sim,Sim,Sim,2.0,0.0,Sim
28359,Nao,Sim,Sim,1.0,0.0,Nao
28360,Nao,Sim,Nao,0.0,1.0,Nao
28361,Nao,Sim,Nao,0.0,1.0,Nao
28362,Nao,Sim,Sim,0.0,1.0,Nao
28363,Nao,Sim,Sim,1.0,1.0,Nao
28364,Sim,Sim,Sim,1.0,0.0,Nao
28365,Nao,Sim,Sim,0.0,1.0,Nao
28366,Nao,Sim,Nao,0.0,1.0,Nao
28367,Nao,Nao,Sim,0.0,1.0,Nao
28369,Nao,Sim,Nao,0.0,1.0,Nao
28370,Nao,Sim,Nao,0.0,1.0,Nao
28371,Nao,Nao,Nao,0.0,1.0,Nao
28372,Nao,Sim,Nao,0.0,1.0,Nao
28373,Nao,Nao,Nao,0.0,1.0,Nao
28374,Nao,Sim,Nao,0.0,1.0,Nao
28375,Nao,Nao,Nao,0.0,1.0,Nao
28376,Nao,Sim,Nao,0.0,1.0,Nao
28377,Nao,Nao,Nao,0.0,1.0,Nao
28378,Nao,Sim,Nao,1.0,0.0,Nao
28379,Nao,Sim,Nao,1.0,0.0,Nao
28380,Nao,Sim,Nao,0.0,1.0,Nao
28382,Nao,Sim,Nao,0.0,1.0,Nao
28383,Nao,Sim,Nao,0.0,1.0,Nao
28384,Nao,Sim,Nao,0.0,1.0,Nao
28385,Nao,Sim,Nao,0.0,1.0,Nao
28386,Nao,Sim,Nao,0.0,1.0,Nao
28387,Nao,Sim,Nao,0.0,1.0,Nao
28388,Nao,Sim,Nao,1.0,0.0,Nao
28389,Nao,Nao,Nao,0.0,1.0,Nao
28390,Nao,Sim,Nao,1.0,0.0,Nao
28392,Nao,Sim,Nao,0.0,1.0,Nao
28393,Nao,Sim,Nao,0.0,1.0,Nao
28394,Sim,Sim,Nao,0.0,1.0,Nao
28395,Nao,Nao,Nao,1.0,0.0,Nao
28396,Sim,Sim,Nao,1.0,0.0,Sim
28397,Nao,Sim,Nao,0.0,1.0,Nao
28398,Sim,Sim,Sim,1.0,0.0,Nao
28399,Sim,Sim,Sim,1.0,0.0,Nao
28401,Sim,Sim,Sim,2.0,0.0,Sim
28402,Sim,Nao,Sim,0.0,2.0,Nao
28403,Sim,Nao,Nao,0.0,1.0,Nao
28404,Nao,Nao,Sim,0.0,1.0,Nao
28405,Nao,Sim,Sim,1.0,0.0,Nao
28406,Sim,Sim,Sim,0.0,2.0,Nao
28407,Nao,Sim,Nao,0.0,1.0,Nao
28410,Nao,Sim,Nao,0.0,1.0,Nao
28412,Sim,Sim,Sim,1.0,0.0,Nao
28413,Sim,Sim,Nao,0.0,1.0,Nao
28414,Nao,Sim,Sim,1.0,1.0,Nao
28415,Sim,Sim,Sim,1.0,1.0,Nao
28416,Nao,Sim,Nao,0.0,1.0,Nao
28419,Nao,Sim,Nao,0.0,1.0,Nao
28420,Nao,Sim,Sim,0.0,1.0,Nao
28421,Nao,Sim,Nao,0.0,1.0,Nao
28422,Nao,Sim,Nao,0.0,1.0,Nao
28423,Nao,Sim,Sim,0.0,1.0,Nao
28424,Sim,Sim,Sim,0.0,1.0,Nao
28425,Sim,Nao,Nao,0.0,1.0,Nao
28426,Nao,Sim,Nao,0.0,1.0,Nao
28430,Nao,Sim,Nao,1.0,0.0,Sim
28431,Nao,Sim,Nao,1.0,0.0,Nao
28432,Nao,Sim,Nao,1.0,0.0,Nao
28434,Nao,Sim,Nao,0.0,1.0,Nao
28435,Sim,Nao,Nao,0.0,1.0,Nao
28436,Nao,Sim,Sim,0.0,2.0,Nao
28437,Nao,Sim,Sim,0.0,1.0,Nao
28438,Nao,Sim,Sim,1.0,0.0,Nao
28443,Sim,Sim,Sim,1.0,0.0,Nao
28444,Sim,Sim,Sim,0.0,2.0,Nao
28448,Nao,Nao,Sim,1.0,1.0,Nao
28449,Nao,Sim,Nao,0.0,1.0,Nao
28450,Nao,Sim,Nao,0.0,2.0,Nao
28451,Nao,Sim,Sim,1.0,0.0,Nao
28454,Nao,Sim,Sim,0.0,1.0,Nao
28459,Nao,Sim,Nao,0.0,2.0,Nao
28461,Nao,Sim,Sim,0.0,2.0,Nao
28462,Nao,Sim,Sim,0.0,1.0,Nao
28466,Nao,Sim,Nao,0.0,1.0,Nao
28467,Sim,Sim,Sim,0.0,1.0,Nao
28468,Sim,Sim,Sim,0.0,2.0,Nao
28470,Nao,Sim,Sim,0.0,1.0,Nao
28471,Nao,Nao,Sim,1.0,1.0,Nao
28472,Nao,Sim,Nao,0.0,1.0,Nao
28474,Nao,Sim,Sim,1.0,0.0,Nao
28476,Sim,Nao,Nao,1.0,0.0,Nao
28478,Nao,Sim,Sim,0.0,2.0,Nao
28479,Sim,Sim,Sim,0.0,1.0,Nao
28480,Nao,Nao,Sim,2.0,0.0,Nao
28481,Sim,Sim,Sim,1.0,1.0,Nao
28482,Sim,Nao,Sim,0.0,2.0,Nao
28484,Sim,Sim,Sim,0.0,1.0,Nao
28486,Nao,Nao,Sim,0.0,1.0,Nao
28488,Nao,Nao,Sim,0.0,1.0,Nao
28490,Nao,Sim,Nao,1.0,0.0,Nao
28491,Nao,Nao,Sim,0.0,1.0,Nao
28492,Nao,Nao,Nao,0.0,1.0,Nao
28495,Sim,Nao,Sim,3.0,0.0,Sim
28497,Sim,Sim,Sim,1.0,0.0,Nao
28498,Sim,Nao,Sim,1.0,0.0,Nao
28500,Sim,Nao,Sim,2.0,0.0,Sim
28502,Nao,Nao,Nao,1.0,0.0,Nao
28503,Nao,Sim,Sim,1.0,1.0,Nao
28504,Nao,Nao,Nao,0.0,1.0,Nao
28505,Nao,Nao,Nao,1.0,0.0,Sim
28507,Nao,Nao,Nao,0.0,1.0,Nao
28508,Sim,Sim,Sim,0.0,2.0,Nao
28510,Sim,Sim,Sim,0.0,2.0,Nao
28511,Nao,Sim,Sim,0.0,1.0,Nao
28513,Sim,Sim,Sim,0.0,2.0,Nao
28514,Nao,Sim,Sim,1.0,0.0,Nao
28515,Nao,Sim,Nao,1.0,0.0,Nao
28516,Sim,Sim,Sim,1.0,1.0,Nao
28517,Sim,Sim,Sim,1.0,0.0,Sim
28518,Sim,Sim,Sim,3.0,0.0,Nao
28522,Nao,Sim,Nao,0.0,1.0,Nao
28523,Sim,Sim,Sim,2.0,0.0,Nao
28524,Sim,Sim,Nao,0.0,2.0,Sim
28529,Nao,Sim,Sim,0.0,1.0,Sim
28530,Sim,Sim,Nao,1.0,0.0,Sim
28531,Sim,Nao,Sim,1.0,0.0,Nao
28532,Nao,Nao,Nao,0.0,1.0,Nao
28533,Nao,Nao,Sim,0.0,1.0,Nao
28534,Sim,Sim,Nao,1.0,0.0,Nao
28535,Sim,Sim,Sim,1.0,2.0,Nao
28538,Sim,Sim,Sim,1.0,1.0,Sim
28539,Nao,Sim,Sim,0.0,1.0,Nao
28540,Sim,Nao,Nao,1.0,0.0,Nao
28541,Nao,Sim,Sim,0.0,1.0,Nao
28543,Sim,Sim,Sim,0.0,1.0,Nao
28548,Sim,Sim,Sim,1.0,1.0,Nao
28549,Sim,Sim,Sim,1.0,1.0,Sim
28550,Nao,Sim,Sim,2.0,0.0,Nao
28552,Nao,Sim,Nao,1.0,0.0,Nao
28553,Nao,Sim,Sim,2.0,0.0,Nao
28554,Sim,Sim,Sim,1.0,1.0,Sim
28556,Sim,Sim,Sim,2.0,0.0,Nao
28560,Sim,Sim,Sim,3.0,1.0,Sim
28564,Sim,Sim,Sim,1.0,0.0,Sim
28568,Sim,Sim,Sim,0.0,1.0,Sim
28569,Sim,Sim,Sim,1.0,0.0,Nao
28570,Sim,Sim,Sim,1.0,0.0,Nao
28572,Sim,Sim,Sim,1.0,0.0,Sim
28573,Nao,Nao,Sim,1.0,0.0,Nao
28575,Sim,Sim,Sim,1.0,1.0,Nao
28577,Sim,Sim,Sim,1.0,0.0,Nao
28578,Sim,Sim,Sim,1.0,1.0,Nao
28579,Sim,Sim,Sim,1.0,0.0,Nao
28580,Nao,Sim,Nao,1.0,0.0,Nao
28582,Nao,Sim,Sim,1.0,1.0,Nao
28583,Nao,Sim,Sim,0.0,1.0,Nao
28585,Sim,Sim,Sim,2.0,1.0,Sim
28589,Nao,Sim,Nao,0.0,1.0,Nao
28595,Nao,Sim,Sim,1.0,0.0,Sim
28596,Sim,Sim,Sim,1.0,0.0,Nao
28597,Nao,Sim,Nao,0.0,1.0,Nao
28598,Sim,Sim,Sim,1.0,0.0,Sim
28602,Sim,Sim,Sim,1.0,0.0,Sim
28603,Sim,Sim,Sim,1.0,0.0,Sim
28604,Sim,Sim,Nao,1.0,0.0,Nao
28605,Nao,Sim,Nao,0.0,1.0,Nao
28606,Sim,Sim,Sim,1.0,0.0,Sim
28609,Nao,Sim,Nao,1.0,0.0,Nao
28611,Sim,Sim,Sim,0.0,1.0,Nao
28612,Nao,Sim,Sim,1.0,0.0,Sim
28614,Nao,Sim,Nao,1.0,0.0,Nao
28615,Nao,Sim,Sim,1.0,0.0,Nao
28616,Nao,Sim,Sim,0.0,1.0,Nao
28617,Nao,Sim,Sim,1.0,0.0,Nao
28618,Sim,Sim,Sim,1.0,0.0,Nao
28619,Nao,Sim,Sim,1.0,0.0,Nao
28621,Nao,Sim,Sim,1.0,0.0,Sim
28622,Nao,Sim,Sim,1.0,0.0,Sim
28625,Sim,Sim,Sim,1.0,0.0,Nao
28626,Sim,Sim,Sim,1.0,0.0,Sim
28627,Sim,Sim,Sim,1.0,0.0,Nao
28628,Sim,Sim,Sim,1.0,0.0,Sim
28629,Nao,Sim,Sim,1.0,0.0,Sim
28630,Nao,Sim,Nao,0.0,1.0,Nao
28632,Nao,Sim,Sim,1.0,0.0,Nao
28633,Nao,Sim,Sim,1.0,0.0,Nao
28635,Sim,Nao,Nao,1.0,1.0,Sim
28636,Sim,Sim,Sim,0.0,3.0,Sim
28639,Nao,Sim,Nao,1.0,1.0,Nao
28643,Sim,Nao,Nao,0.0,1.0,Sim
28644,Sim,Sim,Sim,1.0,2.0,Nao
28647,Nao,Nao,Nao,0.0,1.0,Nao
28648,Nao,Sim,Nao,2.0,0.0,Nao
28650,Nao,Sim,Nao,0.0,1.0,Nao
28651,Sim,Sim,Sim,1.0,1.0,Sim
28652,Sim,Sim,Nao,2.0,1.0,Sim
28653,Sim,Nao,Nao,0.0,1.0,Nao
28661,Sim,Sim,Sim,1.0,0.0,Sim
28662,Sim,Sim,Sim,0.0,2.0,Sim
28663,Sim,Sim,Sim,1.0,1.0,Nao
28664,Sim,Sim,Sim,1.0,1.0,Nao
28666,Sim,Sim,Nao,1.0,1.0,Nao
28668,Nao,Sim,Sim,2.0,1.0,Nao
28669,Sim,Nao,Sim,2.0,0.0,Nao
28671,Sim,Sim,Sim,2.0,0.0,Sim
28673,Nao,Sim,Sim,1.0,1.0,Nao
28674,Sim,Sim,Nao,1.0,0.0,Nao
28675,Sim,Nao,Nao,1.0,0.0,Sim
28676,Sim,Nao,Sim,1.0,0.0,Nao
28677,Sim,Sim,Sim,3.0,0.0,Sim
28680,Sim,Sim,Sim,3.0,0.0,Sim
28681,Sim,Nao,Nao,2.0,1.0,Sim
28683,Sim,Sim,Sim,2.0,0.0,Sim
28687,Nao,Sim,Sim,1.0,0.0,Nao
28688,Nao,Nao,Sim,0.0,1.0,Nao
28689,Sim,Sim,Sim,1.0,1.0,Sim
28690,Sim,Sim,Sim,1.0,1.0,Nao
28691,Sim,Sim,Sim,4.0,0.0,Nao
28693,Sim,Sim,Sim,2.0,0.0,Sim
28694,Nao,Sim,Nao,0.0,1.0,Nao
28695,Sim,Nao,Nao,2.0,0.0,Sim
28697,Sim,Sim,Sim,0.0,2.0,Nao
28702,Sim,Nao,Sim,0.0,2.0,Nao
28708,Nao,Sim,Sim,0.0,2.0,Nao
28709,Sim,Sim,Sim,4.0,0.0,Nao
28716,Sim,Sim,Nao,1.0,0.0,Nao
28717,Sim,Nao,Sim,2.0,0.0,Nao
28719,Nao,Sim,Nao,0.0,1.0,Nao
28721,Sim,Sim,Sim,1.0,1.0,Nao
28722,Nao,Sim,Nao,0.0,1.0,Nao
28723,Sim,Sim,Sim,0.0,2.0,Sim
28724,Sim,Sim,Sim,2.0,2.0,Nao
28725,Nao,Nao,Nao,1.0,1.0,Sim
28726,Sim,Sim,Nao,1.0,2.0,Sim
28727,Nao,Sim,Nao,1.0,0.0,Nao
28730,Nao,Nao,Nao,0.0,1.0,Nao
28731,Sim,Sim,Nao,2.0,0.0,Nao
28732,Sim,Nao,Sim,1.0,2.0,Nao
28734,Sim,Nao,Sim,1.0,0.0,Nao
28736,Sim,Sim,Nao,3.0,0.0,Nao
28738,Sim,Nao,Sim,1.0,0.0,Nao
28740,Nao,Sim,Sim,0.0,2.0,Nao
